purchase_value,age,class,account_age_minutes,purchase_hour,purchase_day_of_week,is_weekend,is_night,device_txn_count_total,is_device_new,purchase_value_log,purchase_value_zscore,is_outlier_amount,browser_fraud_rate,source_fraud_rate,country_fraud_rate
14,38,1,0.016666666666666666,0,3,0,1,10,1,2.70805020110221,-1.2517420819470766,0,0.09904310311389229,0.09276216088455654,0.08710672387027522
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09839632116262961,0.09178035252460727,0.09350844944380025
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09915138621734397,0.09244003545869212,0.09219654422955666
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09861374504742063,0.09129604887236119,0.09415528455379392
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09904310311389229,0.09276216088455654,0.08710672387027522
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09875259605485984,0.09205402979714726,0.08958239668166594
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09839632116262961,0.09178035252460727,0.09350844944380025
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09839632116262961,0.09178035252460727,0.09350844944380025
14,38,1,0.016666666666666666,0,3,0,1,10,0,2.70805020110221,-1.2517420819470766,0,0.09839632116262961,0.09178035252460727,0.09350844944380025
63,31,1,0.016666666666666666,0,3,0,1,11,1,4.1588830833596715,1.42252720138702,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09904310311389229,0.08950079255062895,0.09607735627525994
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09839632116262961,0.08936441932270152,0.09544467179483984
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09875259605485984,0.08918157432719076,0.0949737030976341
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09875259605485984,0.08918157432719076,0.0949737030976341
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09839632116262961,0.08936441932270152,0.09544467179483984
63,31,1,0.016666666666666666,0,3,0,1,11,0,4.1588830833596715,1.42252720138702,0,0.09875259605485984,0.08918157432719076,0.0949737030976341
31,26,1,0.016666666666666666,0,3,0,1,8,1,3.4657359027997265,-0.32393437140259407,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09904310311389229,0.08950079255062895,0.09607735627525994
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09839632116262961,0.08936441932270152,0.09544467179483984
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09861374504742063,0.08921240634578782,0.09522036846830709
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09904310311389229,0.08950079255062895,0.09607735627525994
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09839632116262961,0.08936441932270152,0.09544467179483984
31,26,1,0.016666666666666666,0,3,0,1,8,0,3.4657359027997265,-0.32393437140259407,0,0.09915138621734397,0.0891688266835701,0.09641771801089424
19,36,1,0.016666666666666666,1,3,0,1,14,1,2.995732273553991,-0.9788574611986993,0,0.08507230845382321,0.08918157432719076,0.0949737030976341
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08820721600538067,0.08936441932270152,0.09544467179483984
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08507230845382321,0.08918157432719076,0.0949737030976341
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08618413003811719,0.0891688266835701,0.09641771801089424
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08618413003811719,0.0891688266835701,0.09641771801089424
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08607998293734821,0.08921240634578782,0.09522036846830709
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08820721600538067,0.08936441932270152,0.09544467179483984
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08833621865881917,0.08950079255062895,0.09607735627525994
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08833621865881917,0.08950079255062895,0.09607735627525994
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08833621865881917,0.08950079255062895,0.09607735627525994
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08507230845382321,0.08918157432719076,0.0949737030976341
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08507230845382321,0.08918157432719076,0.0949737030976341
19,36,1,0.016666666666666666,1,3,0,1,14,0,2.995732273553991,-0.9788574611986993,0,0.08618413003811719,0.0891688266835701,0.09641771801089424
23,32,1,0.016666666666666666,1,3,0,1,9,1,3.1780538303479458,-0.7605497645999976,0,0.08833621865881917,0.10559355311346257,0.09607735627525994
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08618413003811719,0.10408678019026865,0.09641771801089424
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08607998293734821,0.10559708644784033,0.09522036846830709
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08833621865881917,0.10559355311346257,0.09607735627525994
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08618413003811719,0.10408678019026865,0.09641771801089424
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08833621865881917,0.10559355311346257,0.09607735627525994
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08507230845382321,0.10450183598344914,0.0949737030976341
23,32,1,0.016666666666666666,1,3,0,1,9,0,3.1780538303479458,-0.7605497645999976,0,0.08507230845382321,0.10450183598344914,0.0949737030976341
28,22,1,0.016666666666666666,2,3,0,1,12,1,3.367295829986474,-0.48766514385162035,0,0.09016403675834773,0.0891688266835701,0.11621336874809872
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.08939502224673304,0.08921240634578782,0.12019186957827627
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09113755009311443,0.08936441932270152,0.11548533734600629
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09029286441526664,0.08918157432719076,0.1163689852844052
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09029286441526664,0.08918157432719076,0.1163689852844052
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09016403675834773,0.0891688266835701,0.11621336874809872
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.08939502224673304,0.08921240634578782,0.12019186957827627
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.08939502224673304,0.08921240634578782,0.12019186957827627
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09029286441526664,0.08918157432719076,0.1163689852844052
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09029286441526664,0.08918157432719076,0.1163689852844052
28,22,1,0.016666666666666666,2,3,0,1,12,0,3.367295829986474,-0.48766514385162035,0,0.09003105893423614,0.08950079255062895,0.11615397453600307
16,42,1,0.016666666666666666,2,3,0,1,13,1,2.833213344056216,-1.1425882336477255,0,0.08607998293734821,0.09129604887236119,0.09522036846830709
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08820721600538067,0.09178035252460727,0.09544467179483984
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08607998293734821,0.09129604887236119,0.09522036846830709
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08618413003811719,0.09244003545869212,0.09641771801089424
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08618413003811719,0.09244003545869212,0.09641771801089424
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
16,42,1,0.016666666666666666,2,3,0,1,13,0,2.833213344056216,-1.1425882336477255,0,0.08618413003811719,0.09244003545869212,0.09641771801089424
19,37,1,0.016666666666666666,3,3,0,1,11,1,2.995732273553991,-0.9788574611986993,0,0.08833621865881917,0.09276216088455654,0.09607735627525994
19,37,1,0.016666666666666666,3,3,0,1,11,0,2.995732273553991,-0.9788574611986993,0,0.08618413003811719,0.09244003545869212,0.09641771801089424
19,37,1,0.016666666666666666,3,3,0,1,11,0,2.995732273553991,-0.9788574611986993,0,0.08820721600538067,0.09178035252460727,0.09544467179483984
19,37,1,0.016666666666666666,3,3,0,1,11,0,2.995732273553991,-0.9788574611986993,0,0.08618413003811719,0.09244003545869212,0.09641771801089424
19,37,1,0.016666666666666666,3,3,0,1,11,0,2.995732273553991,-0.9788574611986993,0,0.08507230845382321,0.09205402979714726,0.0949737030976341
